;Rank;Paritdo;Puntos;Score;Minutos_Jugados;Rebotes;Tipo;Ano
518;19;19;24;28.4;41:21:00;10;Regular;2003
519;20;20;17;12.2;41:00:00;5;Regular;2003
520;21;21;27;20.2;41:59:00;9;Regular;2003
521;22;22;25;24.6;38:41:00;4;Regular;2003
522;23;23;19;19.9;41:45:00;5;Regular;2003
523;24;24;16;9.1;42:30:00;2;Regular;2003
524;25;25;21;12.9;33:47:00;6;Regular;2003
525;26;26;15;12.8;38:45:00;7;Regular;2003
526;27;27;21;6.2;43:26:00;5;Regular;2003
527;28;28;44;29.9;51:29:00;4;Regular;2003
528;29;29;31;17.7;46:29:00;2;Regular;2003
529;30;30;27;18.4;46:10:00;15;Regular;2003
530;31;31;39;29.6;35:28:00;6;Regular;2003
531;32;32;13;14.5;35:23:00;9;Regular;2003
532;33;33;37;29.0;42:06:00;7;Regular;2003
533;34;34;31;26.1;45:41:00;12;Regular;2003
534;35;35;45;33.7;37:11:00;3;Regular;2003
535;36;36;21;25.0;33:57:00;10;Regular;2003
536;37;37;36;29.4;37:37:00;3;Regular;2003
537;38;38;36;29.1;46:04:00;11;Regular;2003
538;39;39;22;15.9;49:05:00;11;Regular;2003
539;40;40;26;26.3;45:27:00;8;Regular;2003
540;41;41;23;15.8;39:16:00;3;Regular;2003
541;42;42;11;10.2;40:58:00;7;Regular;2003
542;43;43;40;26.5;45:58:00;5;Regular;2003
543;44;44;38;24.8;42:52:00;5;Regular;2003
544;45;45;42;33.5;43:53:00;3;Regular;2003
545;46;46;35;18.4;42:03:00;7;Regular;2003
546;47;47;46;31.7;41:34:00;6;Regular;2003
547;48;48;42;38.3;31:28:00;2;Regular;2003
548;49;49;51;40.5;31:20:00;3;Regular;2003
549;50;50;44;25.1;44:53:00;6;Regular;2003
550;51;51;40;26.0;42:27:00;4;Regular;2003
551;52;52;52;35.8;53:54:00;8;Regular;2003
552;53;53;40;24.6;39:31:00;6;Regular;2003
553;54;54;40;27.2;41:57:00;7;Regular;2003
554;55;55;41;24.8;41:57:00;5;Regular;2003
555;56;56;32;22.4;40:42:00;6;Regular;2003
556;57;57;30;21.4;43:41:00;2;Regular;2003
557;58;58;34;23.8;44:05:00;4;Regular;2003
558;59;59;20;11.4;42:31:00;10;Regular;2003
559;60;60;30;27.1;42:36:00;4;Regular;2003
560;61;61;28;20.7;42:52:00;8;Regular;2003
561;62;62;36;24.2;43:22:00;5;Regular;2003
562;63;63;21;7.7;40:22:00;3;Regular;2003
563;64;64;30;25.2;37:12:00;6;Regular;2003
564;65;65;20;14.9;43:23:00;9;Regular;2003
565;66;66;26;21.0;38:34:00;7;Regular;2003
566;67;67;34;21.4;45:03:00;13;Regular;2003
567;68;68;13;11.2;30:40:00;3;Regular;2003
568;69;69;31;14.7;40:21:00;9;Regular;2003
569;70;70;28;25.5;38:02:00;10;Regular;2003
570;71;71;31;21.0;44:16:00;9;Regular;2003
571;72;72;55;41.5;41:23:00;5;Regular;2003
572;73;73;14;8.8;37:05:00;2;Regular;2003
573;74;74;29;25.9;40:59:00;5;Regular;2003
574;75;75;19;12.4;44:15:00;8;Regular;2003
575;76;76;21;14.4;40:09:00;7;Regular;2003
576;77;77;26;15.4;48:41:00;8;Regular;2003
577;78;78;14;6.2;39:45:00;8;Regular;2003
578;79;79;34;28.2;45:47:00;7;Regular;2003
579;80;80;36;29.2;41:43:00;6;Regular;2003
580;81;81;32;29.9;25:53:00;8;Regular;2003
581;82;82;44;32.0;42:14:00;6;Regular;2003
582;1;1;39;30.7;45:15:00;5;Playoffs;2003
583;2;2;27;13.4;45:34:00;4;Playoffs;2003
584;3;3;30;16.1;50:38:00;7;Playoffs;2003
585;4;4;32;23.5;46:39:00;5;Playoffs;2003
586;5;5;32;27.4;39:59:00;8;Playoffs;2003
587;6;6;31;22;41:48:00;2;Playoffs;2003
588;7;7;37;13.6;45:01:00;4;Playoffs;2003
589;8;8;27;8.5;40:39:00;6;Playoffs;2003
590;9;9;39;27.1;43:20:00;4;Playoffs;2003
591;10;10;35;24.7;40:16:00;7;Playoffs;2003
592;11;11;36;23.8;48:00:00;7;Playoffs;2003
593;12;12;20;6.7;43:26:00;2;Playoffs;2003
594;2;1;15;8.7;36:30:00;6;Regular;2004
595;3;2;21;18.5;35:03:00;4;Regular;2004
596;4;3;31;30.1;40:22:00;7;Regular;2004
597;5;4;37;26.8;48:56:00;5;Regular;2004
598;6;5;11;2.9;36:58:00;4;Regular;2004
599;7;6;19;9.6;33:22:00;4;Regular;2004
600;8;7;19;13.0;37:05:00;3;Regular;2004
601;9;8;16;13.7;37:27:00;3;Regular;2004
602;10;9;27;26.0;32:53:00;4;Regular;2004
603;11;10;19;12.7;40:45:00;2;Regular;2004
604;12;11;21;15.7;33:42:00;2;Regular;2004
605;13;12;28;21.3;36:50:00;5;Regular;2004
606;14;13;28;25.2;31:37:00;3;Regular;2004
607;15;14;22;17.5;25:29:00;4;Regular;2004
608;16;15;17;12.5;30:47:00;2;Regular;2004
609;17;16;12;9.9;35:35:00;2;Regular;2004
610;18;17;21;9.7;46:02:00;6;Regular;2004
611;19;18;32;21.8;37:47:00;6;Regular;2004
612;20;19;19;10.4;40:15:00;6;Regular;2004
613;21;20;21;19.1;41:06:00;6;Regular;2004
614;22;21;15;9.4;40:55:00;7;Regular;2004
615;23;22;35;30.8;41:56:00;5;Regular;2004
616;24;23;13;5.2;30:50:00;3;Regular;2004
617;25;24;10;4.6;39:38:00;6;Regular;2004
618;26;25;23;13.6;37:59:00;5;Regular;2004
619;27;26;23;12.8;43:18:00;8;Regular;2004
620;28;27;11;2.1;35:32:00;5;Regular;2004
621;29;28;32;24.7;36:02:00;6;Regular;2004
622;30;29;44;37.4;39:34:00;10;Regular;2004
623;31;30;20;14.5;38:30:00;10;Regular;2004
624;32;31;27;19.0;37:11:00;3;Regular;2004
625;33;32;26;23.2;30:50:00;5;Regular;2004
626;34;33;10;9.1;17:05;5;Regular;2004
627;35;34;21;17.1;37:31:00;4;Regular;2004
628;36;35;14;5.2;29:01:00;2;Regular;2004
629;37;36;14;10.9;35:36:00;1;Regular;2004
630;38;37;31;27.1;41:20:00;8;Regular;2004
631;39;38;35;32.9;43:39:00;6;Regular;2004
632;40;39;28;27.8;29:15:00;5;Regular;2004
633;41;40;40;36.7;42:04:00;7;Regular;2004
634;42;41;35;31.5;41:09:00;7;Regular;2004
635;43;42;35;24.7;41:32:00;11;Regular;2004
636;44;43;25;27.8;38:27:00;14;Regular;2004
637;45;44;11;8.8;32:40:00;6;Regular;2004
638;47;45;18;14.2;46:17:00;8;Regular;2004
639;48;46;0;-0.4;0:54;0;Regular;2004
640;51;47;18;15.7;40:32:00;5;Regular;2004
641;52;48;16;9.2;37:49:00;11;Regular;2004
642;53;49;35;24.1;38:04:00;8;Regular;2004
643;54;50;38;26.6;44:34:00;3;Regular;2004
644;55;51;27;24.7;39:04:00;9;Regular;2004
645;56;52;27;22.0;39:15:00;7;Regular;2004
646;57;53;22;14.3;38:27:00;5;Regular;2004
647;58;54;36;30.9;36:19:00;6;Regular;2004
648;59;55;35;31.1;36:41:00;9;Regular;2004
649;60;56;34;23.2;40:19:00;6;Regular;2004
650;61;57;23;15.2;34:21:00;3;Regular;2004
651;62;58;26;19.3;45:14:00;7;Regular;2004
652;63;59;25;14.3;39:27:00;1;Regular;2004
653;64;60;28;14.5;44:09:00;6;Regular;2004
654;65;61;12;4.0;42:54:00;6;Regular;2004
655;66;62;33;28.1;45:00:00;6;Regular;2004
656;67;63;8;1.8;41:24:00;5;Regular;2004
657;68;64;45;39.2;43:10:00;7;Regular;2004
658;69;65;37;23.3;53:28:00;8;Regular;2004
659;1;1;16;14.2;43:21:00;5;Playoffs;2004
660;2;2;36;28.0;45:09:00;4;Playoffs;2004
661;3;3;21;18.0;42:57:00;7;Playoffs;2004
662;4;4;18;9.2;50:14:00;6;Playoffs;2004
663;5;5;31;31.1;40:53:00;6;Playoffs;2004
664;6;6;31;20.6;44:35:00;10;Playoffs;2004
665;7;7;15;10.8;42:19:00;5;Playoffs;2004
666;8;8;22;15.9;41:27:00;6;Playoffs;2004
667;9;9;42;36.1;44:33:00;6;Playoffs;2004
668;10;10;22;7.8;46:53:00;4;Playoffs;2004
669;11;11;26;18.4;43:59:00;7;Playoffs;2004
670;12;12;23;15.7;44:29:00;3;Playoffs;2004
671;13;13;27;19.1;41:16:00;5;Playoffs;2004
672;14;14;22;14.8;44:51:00;2;Playoffs;2004
673;15;15;31;20.3;40:39:00;8;Playoffs;2004
674;16;16;23;15.0;44:16:00;6;Playoffs;2004
675;17;17;20;13.2;39:12:00;0;Playoffs;2004
676;18;18;25;16.1;47:14:00;4;Playoffs;2004
677;19;19;33;20.4;48:44:00;4;Playoffs;2004
678;20;20;11;4.4;44:42:00;3;Playoffs;2004
679;21;21;20;3.9;44:46:00;0;Playoffs;2004
680;22;22;24;13.0;45:34:00;3;Playoffs;2004
681;1;1;25;21.6;41:30:00;4;Regular;2005
682;2;2;38;24.6;41:29:00;4;Regular;2005
683;3;3;28;18.0;45:01:00;5;Regular;2005
684;4;4;24;21.3;43:35:00;5;Regular;2005
685;5;5;31;18.5;37:54:00;8;Regular;2005
686;6;6;20;11.8;33:34:00;6;Regular;2005
687;7;7;41;31.6;43:53:00;7;Regular;2005
688;8;8;19;8.4;41:17:00;11;Regular;2005
689;9;9;23;24.3;45:12:00;6;Regular;2005
690;10;10;29;18.7;45:23:00;11;Regular;2005
691;11;11;29;13.8;45:33:00;10;Regular;2005
692;12;12;30;21.4;44:02:00;6;Regular;2005
693;13;13;40;36.6;45:23:00;7;Regular;2005
694;14;14;20;11.4;43:35:00;6;Regular;2005
695;15;15;20;20.3;42:58:00;7;Regular;2005
696;16;16;28;19.5;43:50:00;3;Regular;2005
697;17;17;10;5.0;43:05:00;12;Regular;2005
698;18;18;20;12.2;45:19:00;14;Regular;2005
699;19;19;37;23.3;45:10:00;10;Regular;2005
700;20;20;23;12.1;41:33:00;8;Regular;2005
701;21;21;35;26.9;44:35:00;9;Regular;2005
702;22;22;31;31.1;41:38:00;6;Regular;2005
703;23;23;36;31.9;50:06:00;10;Regular;2005
704;24;24;11;4.0;44:41:00;6;Regular;2005
705;25;25;29;17.8;44:56:00;5;Regular;2005
706;26;26;42;21.3;49:59:00;3;Regular;2005
707;27;27;48;34.2;45:53:00;2;Regular;2005
708;28;28;42;25.7;36:23:00;5;Regular;2005
709;29;29;17;7.5;34:38:00;5;Regular;2005
710;30;30;32;14.0;47:10:00;3;Regular;2005
711;31;31;27;20.4;45:07:00;5;Regular;2005
712;32;32;31;20.5;40:28:00;1;Regular;2005
713;33;33;16;16.8;40:12:00;5;Regular;2005
714;34;34;2;2.1;6:21;0;Regular;2005
715;35;35;26;16.0;40:36:00;4;Regular;2005
716;36;36;40;33.8;42:50:00;5;Regular;2005
717;37;37;21;14.5;40:35:00;6;Regular;2005
718;38;38;31;21.6;42:51:00;3;Regular;2005
719;39;39;20;16.3;39:47:00;4;Regular;2005
720;40;40;31;20.7;41:41:00;8;Regular;2005
721;41;41;30;21.4;46:22:00;5;Regular;2005
722;42;42;26;12.5;40:25:00;1;Regular;2005
723;43;43;40;32.1;43:37:00;8;Regular;2005
724;44;44;37;26.0;39:15:00;10;Regular;2005
725;45;45;41;32.0;42:45:00;5;Regular;2005
726;46;46;36;28.8;43:48:00;9;Regular;2005
727;47;47;32;25.1;44:10:00;4;Regular;2005
728;48;48;18;11.1;40:54:00;4;Regular;2005
729;49;49;20;10.2;35:27:00;3;Regular;2005
730;50;50;26;20.7;45:29:00;10;Regular;2005
731;51;51;12;7.0;28:30:00;2;Regular;2005
732;52;52;30;20.8;40:28:00;5;Regular;2005
733;53;53;43;31.9;44:01:00;3;Regular;2005
734;54;54;18;11.7;38:41:00;4;Regular;2005
735;55;55;34;22.2;38:52:00;10;Regular;2005
736;56;56;32;24.4;38:25:00;6;Regular;2005
737;57;57;26;23.2;40:25:00;8;Regular;2005
738;58;58;15;8.3;39:48:00;8;Regular;2005
739;59;59;9;4.9;14:10;3;Regular;2005
740;61;60;19;16.9;41:30:00;10;Regular;2005
741;62;61;42;35.6;40:06:00;2;Regular;2005
742;63;62;18;15.6;35:36:00;4;Regular;2005
743;64;63;20;16.8;38:17:00;5;Regular;2005
744;66;64;33;28.9;34:23:00;7;Regular;2005
745;67;65;22;6.6;37:19:00;6;Regular;2005
746;68;66;37;24.1;37:07:00;5;Regular;2005
747;1;1;33;17.7;43:45:00;5;Regular;2006
748;2;2;39;27.8;41:11:00;7;Regular;2006
749;3;3;37;24.7;42:18:00;8;Regular;2006
750;4;4;37;26.7;37:33:00;3;Regular;2006
751;5;5;28;16.2;40:55:00;4;Regular;2006
752;6;6;17;5.7;40:40:00;9;Regular;2006
753;7;7;18;6.0;34:00:00;3;Regular;2006
754;8;8;42;28.3;44:00:00;5;Regular;2006
755;9;9;36;18.2;43:28:00;4;Regular;2006
756;10;10;43;26.5;46:06:00;6;Regular;2006
757;11;11;34;20.7;38:46:00;2;Regular;2006
758;12;12;46;23.6;49:31:00;3;Regular;2006
759;13;13;25;8.4;41:24:00;4;Regular;2006
760;14;14;30;14.1;44:20:00;7;Regular;2006
761;15;15;20;23.2;41:25:00;9;Regular;2006
762;16;16;29;14.4;40:15:00;6;Regular;2006
763;17;17;33;27.2;40:42:00;5;Regular;2006
764;18;18;11;6.3;26:23:00;2;Regular;2006
765;19;19;23;16.0;37:25:00;9;Regular;2006
766;20;20;35;21.2;40:47:00;4;Regular;2006
767;21;21;43;30.3;43:15:00;5;Regular;2006
768;22;22;27;20.4;31:18:00;8;Regular;2006
769;23;23;41;33.3;36:54:00;8;Regular;2006
770;24;24;24;19.9;37:47:00;2;Regular;2006
771;25;25;62;49.7;32:53:00;8;Regular;2006
772;26;26;21;16.4;39:19:00;2;Regular;2006
773;27;27;37;22.2;44:17:00;8;Regular;2006
774;28;28;31;13.5;38:06:00;5;Regular;2006
775;29;29;45;27.1;46:35:00;7;Regular;2006
776;32;30;48;33.5;35:20:00;10;Regular;2006
777;33;31;50;34.1;45:21:00;8;Regular;2006
778;34;32;45;30.1;44:50:00;10;Regular;2006
779;35;33;41;28.2;44:28:00;2;Regular;2006
780;36;34;27;13.3;37:10:00;2;Regular;2006
781;37;35;38;26.8;41:10:00;7;Regular;2006
782;38;36;37;27.9;40:54:00;3;Regular;2006
783;39;37;51;35.0;44:07:00;9;Regular;2006
784;40;38;37;18.1;40:21:00;2;Regular;2006
785;41;39;81;63.5;41:56:00;6;Regular;2006
786;42;40;30;16.5;49:11:00;5;Regular;2006
787;43;41;39;24.1;42:25:00;6;Regular;2006
788;44;42;40;32.5;33:53:00;3;Regular;2006
789;45;43;26;17.4;35:26:00;5;Regular;2006
790;46;44;35;29.6;41:03:00;9;Regular;2006
791;47;45;35;17.9;37:42:00;6;Regular;2006
792;48;46;24;11.2;42:22:00;4;Regular;2006
793;49;47;32;30.0;45:15:00;3;Regular;2006
794;50;48;26;11.8;45:33:00;4;Regular;2006
795;51;49;23;20.9;36:02:00;4;Regular;2006
796;52;50;39;27.4;46:44:00;3;Regular;2006
797;53;51;27;25.2;42:23:00;6;Regular;2006
798;54;52;36;30.9;36:26:00;6;Regular;2006
799;55;53;39;25.3;43:36:00;4;Regular;2006
800;56;54;40;30.5;40:02:00;8;Regular;2006
801;57;55;28;25.8;43:53:00;4;Regular;2006
802;58;56;35;22.2;41:25:00;6;Regular;2006
803;59;57;42;25.8;41:54:00;4;Regular;2006
804;60;58;40;28.1;36:10:00;5;Regular;2006
805;61;59;43;28.5;40:56:00;6;Regular;2006
806;62;60;40;25.9;43:56:00;6;Regular;2006
807;63;61;29;16.3;43:13:00;4;Regular;2006
808;64;62;22;7.5;43:44:00;5;Regular;2006
809;65;63;30;20.1;44:48:00;7;Regular;2006
810;66;64;25;14.0;42:28:00;1;Regular;2006
811;67;65;24;11.8;44:52:00;2;Regular;2006
812;68;66;38;25.3;45:00:00;6;Regular;2006
813;69;67;43;28.6;40:37:00;5;Regular;2006
814;70;68;28;20.1;40:40:00;5;Regular;2006
815;71;69;43;27.7;43:37:00;5;Regular;2006
816;72;70;30;20.6;40:44:00;5;Regular;2006
817;73;71;23;6.8;37:04:00;7;Regular;2006
818;74;72;43;22.4;46:03:00;5;Regular;2006
819;75;73;43;31.5;35:57:00;3;Regular;2006
820;76;74;42;23.7;45:45:00;8;Regular;2006
821;77;75;51;36.1;42:16:00;5;Regular;2006
822;78;76;38;26.3;47:21:00;5;Regular;2006
823;79;77;31;22.1;34:15:00;4;Regular;2006
824;80;78;50;39.3;43:50:00;6;Regular;2006
825;81;79;43;34.5;38:36:00;8;Regular;2006
826;82;80;35;27.2;29:05:00;5;Regular;2006
827;1;1;22;11.9;46:51:00;6;Playoffs;2006
828;2;2;29;18.1;44:58:00;10;Playoffs;2006
829;3;3;17;12.4;45:40:00;5;Playoffs;2006
830;4;4;24;15.2;38:30:00;4;Playoffs;2006
831;5;5;29;20;43:03:00;7;Playoffs;2006
832;6;6;50;33.8;52:06:00;8;Playoffs;2006
833;7;7;24;13.6;43:06:00;4;Playoffs;2006
834;3;1;23;13.7;41:05:00;4;Regular;2007
835;4;2;15;12.7;39:03:00;4;Regular;2007
836;5;3;17;15.7;35:24:00;4;Regular;2007
837;6;4;32;18.1;36:07:00;3;Regular;2007
838;7;5;19;15.4;35:47:00;3;Regular;2007
839;8;6;21;12.1;38:09:00;6;Regular;2007
840;9;7;31;23.1;40:16:00;11;Regular;2007
841;10;8;18;10.6;40:12:00;4;Regular;2007
842;11;9;40;33.7;38:20:00;5;Regular;2007
843;12;10;27;21.0;40:54:00;5;Regular;2007
844;13;11;19;11.0;42:43:00;6;Regular;2007
845;14;12;27;16.2;41:04:00;2;Regular;2007
846;15;13;52;41.2;34:21:00;4;Regular;2007
847;16;14;29;13.7;39:52:00;5;Regular;2007
848;17;15;21;17.0;21:38;3;Regular;2007
849;18;16;24;19.3;37:03:00;2;Regular;2007
850;20;17;34;23.8;39:25:00;8;Regular;2007
851;21;18;23;10.7;42:54:00;8;Regular;2007
852;22;19;33;26.0;43:33:00;7;Regular;2007
853;23;20;53;38.3;54:01:00;10;Regular;2007
854;24;21;45;39.3;46:47:00;8;Regular;2007
855;25;22;19;5.7;38:00:00;3;Regular;2007
856;26;23;24;20.3;30:18:00;3;Regular;2007
857;27;24;21;18.0;39:57:00;6;Regular;2007
858;28;25;16;5.1;37:55:00;2;Regular;2007
859;29;26;27;18.3;36:23:00;3;Regular;2007
860;30;27;58;32.4;54:28:00;5;Regular;2007
861;31;28;35;31.2;38:29:00;8;Regular;2007
862;32;29;42;35.0;48:07:00;10;Regular;2007
863;33;30;8;6.8;27:36:00;5;Regular;2007
864;34;31;26;19.3;40:57:00;8;Regular;2007
865;35;32;25;23.0;29:45:00;3;Regular;2007
866;36;33;20;10.5;34:03:00;6;Regular;2007
867;37;34;28;26.6;39:39:00;8;Regular;2007
868;38;35;25;18.7;43:47:00;4;Regular;2007
869;39;36;34;25.7;36:12:00;6;Regular;2007
870;40;37;26;13.8;33:30:00;3;Regular;2007
871;41;38;23;18.0;38:50:00;6;Regular;2007
872;42;39;42;30.6;38:52:00;8;Regular;2007
873;43;40;32;14.3;50:01:00;6;Regular;2007
874;44;41;31;22.9;46:50:00;6;Regular;2007
875;46;42;43;36.5;41:46:00;8;Regular;2007
876;47;43;22;12.2;39:37:00;5;Regular;2007
